timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1559583473590,16944,HTTP Request,200,OK,192.168.0.108-Thread Group 1-7,text,true,,57398,119,15,15,http://lifecharger.org/,15694,0,228
1559583490105,1146,HTTP Request,500,Internal Server Error,192.168.0.108-Thread Group 1-62,text,false,,852,119,13,13,http://lifecharger.org/,1146,0,426
1559583490403,869,HTTP Request,500,Internal Server Error,192.168.0.108-Thread Group 1-63,text,false,,852,119,12,12,http://lifecharger.org/,869,0,449
1559583491303,960,HTTP Request,500,Internal Server Error,192.168.0.108-Thread Group 1-66,text,false,,852,119,15,15,http://lifecharger.org/,960,0,239
1559583491605,662,HTTP Request,500,Internal Server Error,192.168.0.108-Thread Group 1-67,text,false,,852,119,14,14,http://lifecharger.org/,662,0,250
1559583475087,17219,HTTP Request,200,OK,192.168.0.108-Thread Group 1-12,text,true,,57391,119,13,13,http://lifecharger.org/,16288,0,257
1559583474189,18117,HTTP Request,200,OK,192.168.0.108-Thread Group 1-9,text,true,,57370,119,13,13,http://lifecharger.org/,16344,0,244
1559583474489,17862,HTTP Request,200,OK,192.168.0.108-Thread Group 1-10,text,true,,57384,119,11,11,http://lifecharger.org/,16891,0,234
1559583475688,16669,HTTP Request,200,OK,192.168.0.108-Thread Group 1-14,text,true,,57390,119,10,10,http://lifecharger.org/,15683,0,237
1559583474787,18530,HTTP Request,200,OK,192.168.0.108-Thread Group 1-11,text,true,,57384,119,12,12,http://lifecharger.org/,17499,0,238
1559583493398,861,HTTP Request,500,Internal Server Error,192.168.0.108-Thread Group 1-73,text,false,,852,119,14,14,http://lifecharger.org/,861,0,232
1559583493101,1173,HTTP Request,500,Internal Server Error,192.168.0.108-Thread Group 1-72,text,false,,852,119,13,13,http://lifecharger.org/,1173,0,263
1559583493699,611,HTTP Request,500,Internal Server Error,192.168.0.108-Thread Group 1-74,text,false,,852,119,13,13,http://lifecharger.org/,611,0,229
1559583494598,626,HTTP Request,500,Internal Server Error,192.168.0.108-Thread Group 1-77,text,false,,852,119,15,15,http://lifecharger.org/,626,0,275
1559583494298,980,HTTP Request,500,Internal Server Error,192.168.0.108-Thread Group 1-76,text,false,,852,119,14,14,http://lifecharger.org/,979,0,258
1559583493999,1289,HTTP Request,500,Internal Server Error,192.168.0.108-Thread Group 1-75,text,false,,852,119,13,13,http://lifecharger.org/,1288,0,241
1559583495496,777,HTTP Request,500,Internal Server Error,192.168.0.108-Thread Group 1-80,text,false,,852,119,15,15,http://lifecharger.org/,777,0,244
1559583475387,20898,HTTP Request,200,OK,192.168.0.108-Thread Group 1-13,text,true,,57383,119,14,14,http://lifecharger.org/,18899,0,244
